Time,Chla,Tw,TN,TP,Basin
25-Jul-2016,18.3666666666667,27.8333333333333,2.10066666666667,0.0203333333333333,7
26-Jul-2016,42,29.9,2.007,0.055,7
27-Jul-2016,NaN,NaN,NaN,NaN,7
28-Jul-2016,NaN,NaN,NaN,NaN,7
29-Jul-2016,NaN,NaN,NaN,NaN,7
30-Jul-2016,NaN,NaN,NaN,NaN,7
31-Jul-2016,NaN,NaN,NaN,NaN,7
01-Aug-2016,17.4666666666667,29.7666666666667,1.93766666666667,0.0303333333333333,7
02-Aug-2016,39.8,29.6,1.835,0.032,7
03-Aug-2016,NaN,NaN,NaN,NaN,7
04-Aug-2016,NaN,NaN,NaN,NaN,7
05-Aug-2016,NaN,NaN,NaN,NaN,7
06-Aug-2016,NaN,NaN,NaN,NaN,7
07-Aug-2016,NaN,NaN,NaN,NaN,7
08-Aug-2016,11.4666666666667,29.2666666666667,1.873,0.014,7
09-Aug-2016,26,31.3,2.119,0.024,7
10-Aug-2016,NaN,NaN,NaN,NaN,7
11-Aug-2016,NaN,NaN,NaN,NaN,7
12-Aug-2016,NaN,NaN,NaN,NaN,7
13-Aug-2016,NaN,NaN,NaN,NaN,7
14-Aug-2016,NaN,NaN,NaN,NaN,7
15-Aug-2016,NaN,NaN,NaN,NaN,7
16-Aug-2016,8.65,28.35,1.6745,0.012,7
17-Aug-2016,14,31.15,1.6705,0.028,7
18-Aug-2016,NaN,NaN,NaN,NaN,7
19-Aug-2016,NaN,NaN,NaN,NaN,7
20-Aug-2016,NaN,NaN,NaN,NaN,7
21-Aug-2016,NaN,NaN,NaN,NaN,7
22-Aug-2016,12.575,28.74,1.9642,0.0288,7
23-Aug-2016,33.9,30.2,1.727,0.022,7
24-Aug-2016,NaN,NaN,NaN,NaN,7
25-Aug-2016,NaN,NaN,NaN,NaN,7
26-Aug-2016,NaN,NaN,NaN,NaN,7
27-Aug-2016,NaN,NaN,NaN,NaN,7
28-Aug-2016,NaN,NaN,NaN,NaN,7
29-Aug-2016,5.8,23.4,1.822,0.023,7
30-Aug-2016,NaN,NaN,NaN,NaN,7
31-Aug-2016,NaN,NaN,NaN,NaN,7
01-Sep-2016,NaN,NaN,NaN,NaN,7
02-Sep-2016,NaN,NaN,NaN,NaN,7
03-Sep-2016,NaN,NaN,NaN,NaN,7
04-Sep-2016,NaN,NaN,NaN,NaN,7
05-Sep-2016,8.23333333333333,22.8666666666667,2.526,0.0313333333333333,7
06-Sep-2016,12.85,24.9333333333333,1.89566666666667,0.0313333333333333,7
07-Sep-2016,NaN,NaN,NaN,NaN,7
08-Sep-2016,NaN,NaN,NaN,NaN,7
09-Sep-2016,NaN,NaN,NaN,NaN,7
10-Sep-2016,NaN,NaN,NaN,NaN,7
11-Sep-2016,NaN,NaN,NaN,NaN,7
12-Sep-2016,20.25,23.725,2.17525,0.01825,7
13-Sep-2016,NaN,NaN,NaN,NaN,7
14-Sep-2016,NaN,NaN,NaN,NaN,7
15-Sep-2016,NaN,NaN,NaN,NaN,7
16-Sep-2016,NaN,NaN,NaN,NaN,7
17-Sep-2016,NaN,NaN,NaN,NaN,7
18-Sep-2016,NaN,NaN,NaN,NaN,7
19-Sep-2016,5.9,20.65,2.2935,0.083,7
20-Sep-2016,1.85,20.05,2.8365,0.052,7
21-Sep-2016,NaN,NaN,NaN,NaN,7
22-Sep-2016,NaN,NaN,NaN,NaN,7
23-Sep-2016,NaN,NaN,NaN,NaN,7
24-Sep-2016,NaN,NaN,NaN,NaN,7
25-Sep-2016,NaN,NaN,NaN,NaN,7
26-Sep-2016,15.6666666666667,21.4,2.59233333333333,0.025,7
27-Sep-2016,33.9,22.9666666666667,2.02166666666667,0.0376666666666667,7
28-Sep-2016,NaN,NaN,NaN,NaN,7
29-Sep-2016,NaN,NaN,NaN,NaN,7
30-Sep-2016,NaN,NaN,NaN,NaN,7
01-Oct-2016,NaN,NaN,NaN,NaN,7
02-Oct-2016,NaN,NaN,NaN,NaN,7
03-Oct-2016,NaN,NaN,NaN,NaN,7
04-Oct-2016,12.65,22.38,2.0788,0.022,7
05-Oct-2016,13.1,21.6,2.246,0.036,7
06-Oct-2016,NaN,NaN,NaN,NaN,7
07-Oct-2016,NaN,NaN,NaN,NaN,7
08-Oct-2016,NaN,NaN,NaN,NaN,7
09-Oct-2016,NaN,NaN,NaN,NaN,7
10-Oct-2016,6.4,18.0333333333333,2.474,0.051,7
11-Oct-2016,12.75,19.0333333333333,2.286,0.0366666666666667,7
12-Oct-2016,NaN,NaN,NaN,NaN,7
13-Oct-2016,NaN,NaN,NaN,NaN,7
14-Oct-2016,NaN,NaN,NaN,NaN,7
15-Oct-2016,NaN,NaN,NaN,NaN,7
16-Oct-2016,NaN,NaN,NaN,NaN,7
17-Oct-2016,15.625,19.7,2.3178,0.019,7
18-Oct-2016,9.2,20.3,2.651,0.022,7
19-Oct-2016,NaN,NaN,NaN,NaN,7
20-Oct-2016,NaN,NaN,NaN,NaN,7
21-Oct-2016,NaN,NaN,NaN,NaN,7
22-Oct-2016,NaN,NaN,NaN,NaN,7
23-Oct-2016,NaN,NaN,NaN,NaN,7
24-Oct-2016,10.425,17.975,2.423,0.01675,7
25-Oct-2016,23.7,16.45,2.0415,0.033,7
26-Oct-2016,NaN,NaN,NaN,NaN,7
27-Oct-2016,NaN,NaN,NaN,NaN,7
28-Oct-2016,NaN,NaN,NaN,NaN,7
29-Oct-2016,NaN,NaN,NaN,NaN,7
30-Oct-2016,NaN,NaN,NaN,NaN,7
31-Oct-2016,14.4,15.2,2.302,0.017,7
01-Nov-2016,NaN,NaN,NaN,NaN,7
02-Nov-2016,9.15,9,2.3225,0.009,7
03-Nov-2016,13.3,14.5,2.255,0.009,7
04-Nov-2016,NaN,NaN,NaN,NaN,7
05-Nov-2016,NaN,NaN,NaN,NaN,7
06-Nov-2016,NaN,NaN,NaN,NaN,7
07-Nov-2016,10.7666666666667,13.0666666666667,2.195,0.0126666666666667,7
08-Nov-2016,14.25,13.6666666666667,1.95533333333333,0.0136666666666667,7
09-Nov-2016,NaN,NaN,NaN,NaN,7
10-Nov-2016,NaN,NaN,NaN,NaN,7
11-Nov-2016,NaN,NaN,NaN,NaN,7
12-Nov-2016,NaN,NaN,NaN,NaN,7
13-Nov-2016,NaN,NaN,NaN,NaN,7
14-Nov-2016,10.25,12.66,2.0092,0.0148,7
15-Nov-2016,11.1,13.8,2.16,0.012,7
16-Nov-2016,NaN,NaN,NaN,NaN,7
17-Nov-2016,NaN,NaN,NaN,NaN,7
18-Nov-2016,NaN,NaN,NaN,NaN,7
19-Nov-2016,NaN,NaN,NaN,NaN,7
20-Nov-2016,NaN,NaN,NaN,NaN,7
21-Nov-2016,9.86666666666667,12.1666666666667,2.007,0.009,7
22-Nov-2016,10.25,11.2666666666667,1.94533333333333,0.0136666666666667,7
23-Nov-2016,NaN,NaN,NaN,NaN,7
24-Nov-2016,NaN,NaN,NaN,NaN,7
25-Nov-2016,NaN,NaN,NaN,NaN,7
26-Nov-2016,NaN,NaN,NaN,NaN,7
27-Nov-2016,NaN,NaN,NaN,NaN,7
28-Nov-2016,9.1,8.7,2.202,0.01,7
29-Nov-2016,NaN,NaN,NaN,NaN,7
30-Nov-2016,NaN,NaN,NaN,NaN,7
01-Dec-2016,NaN,NaN,NaN,NaN,7
02-Dec-2016,NaN,NaN,NaN,NaN,7
03-Dec-2016,NaN,NaN,NaN,NaN,7
04-Dec-2016,NaN,NaN,NaN,NaN,7
05-Dec-2016,8.175,7.4,2.045,0.0118,7
06-Dec-2016,12.5,6.7,2.307,0.01,7
07-Dec-2016,NaN,NaN,NaN,NaN,7
08-Dec-2016,NaN,NaN,NaN,NaN,7
09-Dec-2016,NaN,NaN,NaN,NaN,7
10-Dec-2016,NaN,NaN,NaN,NaN,7
11-Dec-2016,NaN,NaN,NaN,NaN,7
12-Dec-2016,8.3,5.03333333333333,2.275,0.012,7
13-Dec-2016,7.9,5.93333333333333,2.06166666666667,0.0153333333333333,7
14-Dec-2016,NaN,NaN,NaN,NaN,7
15-Dec-2016,NaN,NaN,NaN,NaN,7
16-Dec-2016,NaN,NaN,NaN,NaN,7
17-Dec-2016,NaN,NaN,NaN,NaN,7
18-Dec-2016,NaN,NaN,NaN,NaN,7
19-Dec-2016,8.075,4.925,2.452,0.00725,7
20-Dec-2016,NaN,NaN,NaN,NaN,7
21-Dec-2016,NaN,NaN,NaN,NaN,7
22-Dec-2016,NaN,NaN,NaN,NaN,7
23-Dec-2016,NaN,NaN,NaN,NaN,7
24-Dec-2016,NaN,NaN,NaN,NaN,7
25-Dec-2016,NaN,NaN,NaN,NaN,7
26-Dec-2016,5.5,5.85,2.53325,0.017,7
27-Dec-2016,NaN,NaN,NaN,NaN,7
28-Dec-2016,NaN,NaN,NaN,NaN,7
29-Dec-2016,NaN,NaN,NaN,NaN,7
30-Dec-2016,NaN,NaN,NaN,NaN,7
31-Dec-2016,NaN,NaN,NaN,NaN,7
01-Jan-2017,NaN,NaN,NaN,NaN,7
02-Jan-2017,2,4.93333333333333,2.55566666666667,0.017,7
03-Jan-2017,1.7,4.8,2.667,0.013,7
04-Jan-2017,NaN,NaN,NaN,NaN,7
05-Jan-2017,NaN,NaN,NaN,NaN,7
06-Jan-2017,NaN,NaN,NaN,NaN,7
07-Jan-2017,NaN,NaN,NaN,NaN,7
08-Jan-2017,NaN,NaN,NaN,NaN,7
09-Jan-2017,4.45,6.26,2.428,0.0148,7
10-Jan-2017,1.2,4.3,2.62,0.016,7
11-Jan-2017,NaN,NaN,NaN,NaN,7
12-Jan-2017,NaN,NaN,NaN,NaN,7
13-Jan-2017,NaN,NaN,NaN,NaN,7
14-Jan-2017,NaN,NaN,NaN,NaN,7
15-Jan-2017,NaN,NaN,NaN,NaN,7
16-Jan-2017,2.2,1.4,2.2955,0.024,7
17-Jan-2017,11.35,2.63333333333333,1.953,0.015,7
18-Jan-2017,NaN,NaN,NaN,NaN,7
19-Jan-2017,NaN,NaN,NaN,NaN,7
20-Jan-2017,NaN,NaN,NaN,NaN,7
21-Jan-2017,NaN,NaN,NaN,NaN,7
22-Jan-2017,NaN,NaN,NaN,NaN,7
23-Jan-2017,2.3,1.15,2.3685,0.0115,7
24-Jan-2017,6.4,1.7,2.793,0.014,7
25-Jan-2017,NaN,NaN,NaN,NaN,7
26-Jan-2017,NaN,NaN,NaN,NaN,7
27-Jan-2017,NaN,NaN,NaN,NaN,7
28-Jan-2017,NaN,NaN,NaN,NaN,7
29-Jan-2017,NaN,NaN,NaN,NaN,7
30-Jan-2017,NaN,NaN,NaN,NaN,7
31-Jan-2017,NaN,NaN,NaN,NaN,7
01-Feb-2017,4.7,2.75,2.311,0.01,7
02-Feb-2017,3.2,3,2.556,0.013,7
03-Feb-2017,NaN,NaN,NaN,NaN,7
04-Feb-2017,NaN,NaN,NaN,NaN,7
05-Feb-2017,NaN,NaN,NaN,NaN,7
06-Feb-2017,10.2666666666667,5.275,2.13675,0.01375,7
07-Feb-2017,5.4,4.7,2.641,0.009,7
08-Feb-2017,NaN,NaN,NaN,NaN,7
09-Feb-2017,NaN,NaN,NaN,NaN,7
10-Feb-2017,NaN,NaN,NaN,NaN,7
11-Feb-2017,NaN,NaN,NaN,NaN,7
12-Feb-2017,NaN,NaN,NaN,NaN,7
13-Feb-2017,5.5,3.35,2.2035,0.012,7
14-Feb-2017,11.75,6.03333333333333,1.83033333333333,0.0163333333333333,7
15-Feb-2017,NaN,NaN,NaN,NaN,7
16-Feb-2017,NaN,NaN,NaN,NaN,7
17-Feb-2017,NaN,NaN,NaN,NaN,7
18-Feb-2017,NaN,NaN,NaN,NaN,7
19-Feb-2017,NaN,NaN,NaN,NaN,7
20-Feb-2017,12.625,7.44,2.1794,0.0162,7
21-Feb-2017,3,9.2,2.268,0.008,7
22-Feb-2017,NaN,NaN,NaN,NaN,7
23-Feb-2017,NaN,NaN,NaN,NaN,7
24-Feb-2017,NaN,NaN,NaN,NaN,7
25-Feb-2017,NaN,NaN,NaN,NaN,7
26-Feb-2017,NaN,NaN,NaN,NaN,7
27-Feb-2017,14.6,5.2,2.36,0.017,7
28-Feb-2017,NaN,NaN,NaN,NaN,7
01-Mar-2017,NaN,NaN,NaN,NaN,7
02-Mar-2017,NaN,NaN,NaN,NaN,7
03-Mar-2017,NaN,NaN,NaN,NaN,7
04-Mar-2017,NaN,NaN,NaN,NaN,7
05-Mar-2017,NaN,NaN,NaN,NaN,7
06-Mar-2017,8.76666666666667,8.33333333333333,2.02533333333333,0.0166666666666667,7
07-Mar-2017,10.8,7.2,2.051,0.018,7
08-Mar-2017,22.7,7.55,1.8325,0.0205,7
09-Mar-2017,NaN,NaN,NaN,NaN,7
10-Mar-2017,NaN,NaN,NaN,NaN,7
11-Mar-2017,NaN,NaN,NaN,NaN,7
12-Mar-2017,NaN,NaN,NaN,NaN,7
13-Mar-2017,7.66666666666667,10.2,2.236,0.0143333333333333,7
14-Mar-2017,11.8,11.3,2.386,0.014,7
15-Mar-2017,NaN,NaN,NaN,NaN,7
16-Mar-2017,NaN,NaN,NaN,NaN,7
17-Mar-2017,NaN,NaN,NaN,NaN,7
18-Mar-2017,NaN,NaN,NaN,NaN,7
19-Mar-2017,NaN,NaN,NaN,NaN,7
20-Mar-2017,8.36666666666667,10.7,2.00566666666667,0.0156666666666667,7
21-Mar-2017,12.15,12.0333333333333,1.74966666666667,0.0173333333333333,7
22-Mar-2017,NaN,NaN,NaN,NaN,7
23-Mar-2017,NaN,NaN,NaN,NaN,7
24-Mar-2017,NaN,NaN,NaN,NaN,7
25-Mar-2017,NaN,NaN,NaN,NaN,7
26-Mar-2017,NaN,NaN,NaN,NaN,7
27-Mar-2017,11.475,10.6,1.7892,0.0174,7
28-Mar-2017,14.5,10.9,2.036,0.016,7
29-Mar-2017,NaN,NaN,NaN,NaN,7
30-Mar-2017,NaN,NaN,NaN,NaN,7
31-Mar-2017,NaN,NaN,NaN,NaN,7
01-Apr-2017,NaN,NaN,NaN,NaN,7
02-Apr-2017,NaN,NaN,NaN,NaN,7
03-Apr-2017,9.3,14.5333333333333,1.942,0.0176666666666667,7
04-Apr-2017,5.9,16.4666666666667,1.624,0.018,7
05-Apr-2017,NaN,NaN,NaN,NaN,7
06-Apr-2017,NaN,NaN,NaN,NaN,7
07-Apr-2017,NaN,NaN,NaN,NaN,7
08-Apr-2017,NaN,NaN,NaN,NaN,7
09-Apr-2017,NaN,NaN,NaN,NaN,7
10-Apr-2017,13.05,16.2,1.8128,0.019,7
11-Apr-2017,3.5,15.5,2.449,0.015,7
12-Apr-2017,NaN,NaN,NaN,NaN,7
13-Apr-2017,NaN,NaN,NaN,NaN,7
14-Apr-2017,NaN,NaN,NaN,NaN,7
15-Apr-2017,NaN,NaN,NaN,NaN,7
16-Apr-2017,NaN,NaN,NaN,NaN,7
17-Apr-2017,6.85,14.9,2.1965,0.016,7
18-Apr-2017,17.3333333333333,16.975,2.06275,0.0225,7
19-Apr-2017,NaN,NaN,NaN,NaN,7
20-Apr-2017,NaN,NaN,NaN,NaN,7
21-Apr-2017,NaN,NaN,NaN,NaN,7
22-Apr-2017,NaN,NaN,NaN,NaN,7
23-Apr-2017,NaN,NaN,NaN,NaN,7
24-Apr-2017,15,19.56,1.966,0.033,7
25-Apr-2017,6.6,21.7,2.281,0.032,7
26-Apr-2017,NaN,NaN,NaN,NaN,7
27-Apr-2017,NaN,NaN,NaN,NaN,7
28-Apr-2017,NaN,NaN,NaN,NaN,7
29-Apr-2017,NaN,NaN,NaN,NaN,7
30-Apr-2017,NaN,NaN,NaN,NaN,7
01-May-2017,NaN,NaN,NaN,NaN,7
02-May-2017,20.5,18.3,2.284,0.025,7
03-May-2017,NaN,NaN,NaN,NaN,7
04-May-2017,NaN,NaN,NaN,NaN,7
05-May-2017,NaN,NaN,NaN,NaN,7
06-May-2017,NaN,NaN,NaN,NaN,7
07-May-2017,NaN,NaN,NaN,NaN,7
08-May-2017,4.26666666666667,20.2,1.623,0.0163333333333333,7
09-May-2017,NaN,NaN,NaN,NaN,7
10-May-2017,12.15,18.8666666666667,2.04366666666667,0.024,7
11-May-2017,NaN,NaN,NaN,NaN,7
12-May-2017,NaN,NaN,NaN,NaN,7
13-May-2017,NaN,NaN,NaN,NaN,7
14-May-2017,NaN,NaN,NaN,NaN,7
15-May-2017,13.85,19.44,2.8082,0.0442,7
16-May-2017,8.1,22.4,1.591,0.013,7
17-May-2017,NaN,NaN,NaN,NaN,7
18-May-2017,NaN,NaN,NaN,NaN,7
19-May-2017,NaN,NaN,NaN,NaN,7
20-May-2017,NaN,NaN,NaN,NaN,7
21-May-2017,NaN,NaN,NaN,NaN,7
22-May-2017,6.16666666666667,23.1666666666667,1.40833333333333,0.01,7
23-May-2017,9.05,24.3333333333333,1.88333333333333,0.017,7
24-May-2017,NaN,NaN,NaN,NaN,7
25-May-2017,NaN,NaN,NaN,NaN,7
26-May-2017,NaN,NaN,NaN,NaN,7
27-May-2017,NaN,NaN,NaN,NaN,7
28-May-2017,NaN,NaN,NaN,NaN,7
29-May-2017,7.26666666666667,24.2,1.38066666666667,0.024,7
30-May-2017,NaN,NaN,NaN,NaN,7
31-May-2017,21.2,25.6,1.298,0.021,7
01-Jun-2017,NaN,NaN,NaN,NaN,7
02-Jun-2017,NaN,NaN,NaN,NaN,7
03-Jun-2017,NaN,NaN,NaN,NaN,7
04-Jun-2017,NaN,NaN,NaN,NaN,7
05-Jun-2017,11.425,24,1.2412,0.0158,7
06-Jun-2017,NaN,NaN,NaN,NaN,7
07-Jun-2017,18.9,21.1,1.199,0.011,7
08-Jun-2017,NaN,NaN,NaN,NaN,7
09-Jun-2017,NaN,NaN,NaN,NaN,7
10-Jun-2017,NaN,NaN,NaN,NaN,7
11-Jun-2017,NaN,NaN,NaN,NaN,7
12-Jun-2017,10.3333333333333,22.9,1.352,0.315333333333333,7
13-Jun-2017,10.05,23.5666666666667,1.23066666666667,0.0186666666666667,7
14-Jun-2017,NaN,NaN,NaN,NaN,7
15-Jun-2017,NaN,NaN,NaN,NaN,7
16-Jun-2017,NaN,NaN,NaN,NaN,7
17-Jun-2017,NaN,NaN,NaN,NaN,7
18-Jun-2017,NaN,NaN,NaN,NaN,7
19-Jun-2017,8.95,25.7,1.1592,0.0168,7
20-Jun-2017,8.6,26.4,1.124,0.011,7
21-Jun-2017,NaN,NaN,NaN,NaN,7
22-Jun-2017,NaN,NaN,NaN,NaN,7
23-Jun-2017,NaN,NaN,NaN,NaN,7
24-Jun-2017,NaN,NaN,NaN,NaN,7
25-Jun-2017,NaN,NaN,NaN,NaN,7
26-Jun-2017,6.8,23.8,1.19833333333333,0.02,7
27-Jun-2017,20.85,26.6333333333333,1.242,0.0366666666666667,7
28-Jun-2017,NaN,NaN,NaN,NaN,7
29-Jun-2017,NaN,NaN,NaN,NaN,7
30-Jun-2017,NaN,NaN,NaN,NaN,7
01-Jul-2017,NaN,NaN,NaN,NaN,7
02-Jul-2017,NaN,NaN,NaN,NaN,7
03-Jul-2017,12.475,25.1,1.631,0.073,7
04-Jul-2017,11.8,23.6,2.13,0.158,7
05-Jul-2017,NaN,NaN,NaN,NaN,7
06-Jul-2017,NaN,NaN,NaN,NaN,7
07-Jul-2017,NaN,NaN,NaN,NaN,7
08-Jul-2017,NaN,NaN,NaN,NaN,7
09-Jul-2017,NaN,NaN,NaN,NaN,7
10-Jul-2017,22.0333333333333,25.6666666666667,2.427,0.0553333333333333,7
11-Jul-2017,16.5,27.6666666666667,2.18766666666667,0.0503333333333333,7
12-Jul-2017,NaN,NaN,NaN,NaN,7
13-Jul-2017,NaN,NaN,NaN,NaN,7
14-Jul-2017,NaN,NaN,NaN,NaN,7
15-Jul-2017,NaN,NaN,NaN,NaN,7
16-Jul-2017,NaN,NaN,NaN,NaN,7
17-Jul-2017,6.7,23.92,2.553,0.1026,7
18-Jul-2017,6.9,24.4,2.692,0.061,7
19-Jul-2017,NaN,NaN,NaN,NaN,7
20-Jul-2017,NaN,NaN,NaN,NaN,7
21-Jul-2017,NaN,NaN,NaN,NaN,7
22-Jul-2017,NaN,NaN,NaN,NaN,7
23-Jul-2017,NaN,NaN,NaN,NaN,7
24-Jul-2017,17.7,25.1666666666667,1.977,0.0303333333333333,7
25-Jul-2017,8.2,24.2,2.21,0.049,7
26-Jul-2017,NaN,NaN,NaN,NaN,7
27-Jul-2017,NaN,NaN,NaN,NaN,7
28-Jul-2017,NaN,NaN,NaN,NaN,7
29-Jul-2017,NaN,NaN,NaN,NaN,7
30-Jul-2017,NaN,NaN,NaN,NaN,7
31-Jul-2017,3.5,23.4,2.997,0.087,7
01-Aug-2017,3.8,23.85,3.5785,0.1005,7
02-Aug-2017,8.2,23.5,3.248,0.109,7
03-Aug-2017,NaN,NaN,NaN,NaN,7
04-Aug-2017,NaN,NaN,NaN,NaN,7
05-Aug-2017,NaN,NaN,NaN,NaN,7
06-Aug-2017,NaN,NaN,NaN,NaN,7
07-Aug-2017,32.0333333333333,28.0666666666667,2.592,0.028,7
08-Aug-2017,84.6,30.1,2.693,0.069,7
09-Aug-2017,NaN,NaN,NaN,NaN,7
10-Aug-2017,NaN,NaN,NaN,NaN,7
11-Aug-2017,NaN,NaN,NaN,NaN,7
12-Aug-2017,NaN,NaN,NaN,NaN,7
13-Aug-2017,NaN,NaN,NaN,NaN,7
14-Aug-2017,8.05,23.2,2.1395,0.029,7
15-Aug-2017,NaN,NaN,NaN,NaN,7
16-Aug-2017,6.2,23.075,2.2335,0.07825,7
17-Aug-2017,NaN,NaN,NaN,NaN,7
18-Aug-2017,NaN,NaN,NaN,NaN,7
19-Aug-2017,NaN,NaN,NaN,NaN,7
20-Aug-2017,NaN,NaN,NaN,NaN,7
21-Aug-2017,8.75,25.68,2.7174,0.0498,7
22-Aug-2017,8.9,26.1,2.398,0.068,7
23-Aug-2017,NaN,NaN,NaN,NaN,7
24-Aug-2017,NaN,NaN,NaN,NaN,7
25-Aug-2017,NaN,NaN,NaN,NaN,7
26-Aug-2017,NaN,NaN,NaN,NaN,7
27-Aug-2017,NaN,NaN,NaN,NaN,7
28-Aug-2017,29.4,25,2.473,0.055,7
29-Aug-2017,34.5,27.2,2.091,0.0355,7
30-Aug-2017,NaN,NaN,NaN,NaN,7
31-Aug-2017,NaN,NaN,NaN,NaN,7
01-Sep-2017,NaN,NaN,NaN,NaN,7
02-Sep-2017,NaN,NaN,NaN,NaN,7
03-Sep-2017,NaN,NaN,NaN,NaN,7
04-Sep-2017,16.2,25.06,2.044,0.0234,7
05-Sep-2017,28.1,24.6,2.168,0.022,7
06-Sep-2017,NaN,NaN,NaN,NaN,7
07-Sep-2017,NaN,NaN,NaN,NaN,7
08-Sep-2017,NaN,NaN,NaN,NaN,7
09-Sep-2017,NaN,NaN,NaN,NaN,7
10-Sep-2017,NaN,NaN,NaN,NaN,7
11-Sep-2017,6.33333333333333,22.3,1.79966666666667,0.025,7
12-Sep-2017,13.7,24.2666666666667,1.845,0.0483333333333333,7
13-Sep-2017,NaN,NaN,NaN,NaN,7
14-Sep-2017,NaN,NaN,NaN,NaN,7
15-Sep-2017,NaN,NaN,NaN,NaN,7
16-Sep-2017,NaN,NaN,NaN,NaN,7
17-Sep-2017,NaN,NaN,NaN,NaN,7
18-Sep-2017,38.65,24.3,1.842,0.0403333333333333,7
19-Sep-2017,11.5,23.8333333333333,1.983,0.0253333333333333,7
20-Sep-2017,NaN,NaN,NaN,NaN,7
21-Sep-2017,NaN,NaN,NaN,NaN,7
22-Sep-2017,NaN,NaN,NaN,NaN,7
23-Sep-2017,NaN,NaN,NaN,NaN,7
24-Sep-2017,NaN,NaN,NaN,NaN,7
25-Sep-2017,10.9333333333333,24.3333333333333,1.856,0.0303333333333333,7
26-Sep-2017,39,25.5,1.82166666666667,0.034,7
27-Sep-2017,NaN,NaN,NaN,NaN,7
28-Sep-2017,NaN,NaN,NaN,NaN,7
29-Sep-2017,NaN,NaN,NaN,NaN,7
30-Sep-2017,NaN,NaN,NaN,NaN,7
01-Oct-2017,NaN,NaN,NaN,NaN,7
02-Oct-2017,NaN,NaN,NaN,NaN,7
03-Oct-2017,NaN,NaN,NaN,NaN,7
04-Oct-2017,NaN,NaN,NaN,NaN,7
05-Oct-2017,NaN,NaN,NaN,NaN,7
06-Oct-2017,NaN,NaN,NaN,NaN,7
07-Oct-2017,NaN,NaN,NaN,NaN,7
08-Oct-2017,NaN,NaN,NaN,NaN,7
09-Oct-2017,NaN,NaN,NaN,NaN,7
10-Oct-2017,15.75,23.48,1.9598,0.0208,7
11-Oct-2017,11.1,23.1,2.138,0.011,7
12-Oct-2017,NaN,NaN,NaN,NaN,7
13-Oct-2017,NaN,NaN,NaN,NaN,7
14-Oct-2017,NaN,NaN,NaN,NaN,7
15-Oct-2017,NaN,NaN,NaN,NaN,7
16-Oct-2017,8.7,18.8666666666667,2.245,0.0256666666666667,7
17-Oct-2017,11.05,19.5666666666667,2.09466666666667,0.027,7
18-Oct-2017,NaN,NaN,NaN,NaN,7
19-Oct-2017,NaN,NaN,NaN,NaN,7
20-Oct-2017,NaN,NaN,NaN,NaN,7
21-Oct-2017,NaN,NaN,NaN,NaN,7
22-Oct-2017,NaN,NaN,NaN,NaN,7
23-Oct-2017,13.45,18.075,2.266,0.02525,7
24-Oct-2017,5.2,17.4,2.295,0.034,7
25-Oct-2017,NaN,NaN,NaN,NaN,7
26-Oct-2017,NaN,NaN,NaN,NaN,7
27-Oct-2017,NaN,NaN,NaN,NaN,7
28-Oct-2017,NaN,NaN,NaN,NaN,7
29-Oct-2017,NaN,NaN,NaN,NaN,7
30-Oct-2017,11.1,14.35,2.481,0.023,7
31-Oct-2017,NaN,NaN,NaN,NaN,7
01-Nov-2017,NaN,NaN,NaN,NaN,7
02-Nov-2017,NaN,NaN,NaN,NaN,7
03-Nov-2017,NaN,NaN,NaN,NaN,7
04-Nov-2017,NaN,NaN,NaN,NaN,7
05-Nov-2017,NaN,NaN,NaN,NaN,7
06-Nov-2017,16.2666666666667,13.9666666666667,2.44133333333333,0.0196666666666667,7
07-Nov-2017,27.35,14.8,1.97566666666667,0.0193333333333333,7
08-Nov-2017,NaN,NaN,NaN,NaN,7
09-Nov-2017,NaN,NaN,NaN,NaN,7
10-Nov-2017,NaN,NaN,NaN,NaN,7
11-Nov-2017,NaN,NaN,NaN,NaN,7
12-Nov-2017,NaN,NaN,NaN,NaN,7
13-Nov-2017,16.8,11,2.3388,0.028,7
14-Nov-2017,6.6,10.2,2.373,0.029,7
15-Nov-2017,NaN,NaN,NaN,NaN,7
16-Nov-2017,NaN,NaN,NaN,NaN,7
17-Nov-2017,NaN,NaN,NaN,NaN,7
18-Nov-2017,NaN,NaN,NaN,NaN,7
19-Nov-2017,NaN,NaN,NaN,NaN,7
20-Nov-2017,12.2333333333333,7.43333333333333,2.28066666666667,0.0196666666666667,7
21-Nov-2017,12.05,8.46666666666667,2.20633333333333,0.0206666666666667,7
22-Nov-2017,NaN,NaN,NaN,NaN,7
23-Nov-2017,NaN,NaN,NaN,NaN,7
24-Nov-2017,NaN,NaN,NaN,NaN,7
25-Nov-2017,NaN,NaN,NaN,NaN,7
26-Nov-2017,NaN,NaN,NaN,NaN,7
27-Nov-2017,9.8,7.82,2.3774,0.0234,7
28-Nov-2017,3.3,7.9,2.442,0.016,7
29-Nov-2017,NaN,NaN,NaN,NaN,7
30-Nov-2017,NaN,NaN,NaN,NaN,7
01-Dec-2017,NaN,NaN,NaN,NaN,7
02-Dec-2017,NaN,NaN,NaN,NaN,7
03-Dec-2017,NaN,NaN,NaN,NaN,7
04-Dec-2017,4.66666666666667,6.2,2.27966666666667,0.00966666666666667,7
05-Dec-2017,7.1,4.45,2.2745,0.027,7
